"txn_id","account_id","amount","method","timestamp","location","device_id","status","is_fraud","is_flagged"
"00aeddcd-da75-42a8-8da0-484bae001119","3fae33ad-4764-4983-a15e-9a1f8d2f7bfc","178482.83","NEFT","2025-06-25 21:15:56.318978","Kolkata","DEVICE-W2","PENDING","false","false"
"00bfc767-7fad-4e4e-b742-da44d4f96324","bf91c46f-4952-4aa8-8995-b8f7fd192611","27248.95","IMPS","2025-06-25 22:07:24.671629","Kashmir","DEVICE-Z1","PENDING","false","false"
"00d7002f-9267-44fe-87e6-12ac75207ece","5aa91a14-9a5d-48cc-80db-47b7c61c5bce","643020.26","IMPS","2025-06-25 21:26:41.150764","Surat","DEVICE-H8","REVERSED","true","true"
"0108ef09-67bc-467d-812d-78e77321c3bd","55b3788e-022e-4bee-a41e-24d91e0d886e","159796.19","NEFT","2025-06-25 21:33:56.617008","Rourkela","DEVICE-8810","PENDING","false","false"
"01125f32-a3d5-4877-b15d-15a3a7f32505","2fb31374-f086-4811-b8fb-43391bed0b63","1.00","IMPS","2025-06-25 22:10:02.501742","Ahmedabad","DEVICE-8890","REVERSED","false","false"
"0114ddbc-4e13-4d07-b6e6-d160a95a2c4e","c53b73e8-84eb-47fb-8e18-8d9dce92724b","181272.77","NEFT","2025-06-25 21:16:43.570408","Pune","DEVICE-F7","FAILED","false","false"
"0114e307-8f7e-42fe-a508-ab39a8a7fbda","3aa69424-0108-4620-8c1e-5a147a78bc8d","154557.61","UPI","2025-06-25 22:10:54.202145","Assam","DEVICE-W2","REVERSED","false","false"
"01207160-482c-4f78-9e8c-b7e42591e66b","3ebe3777-a821-4e6d-bc14-4c569da01cfb","1.00","UPI","2025-06-25 21:14:27.04896","Hyderabad","DEVICE-F4","FAILED","false","false"
"01531e22-2540-45ee-bc89-908a0a877a96","ecdd4bed-1985-4381-99af-a31249df1c7b","1.00","IMPS","2025-06-25 22:14:36.130048","Assam","DEVICE-AD6","COMPLETED","false","false"
"0153560e-4f36-49d4-b85d-10da649db72b","68720cb6-0af5-481e-a87e-5704e77b4f59","1.00","IMPS","2025-06-25 21:57:10.405574","Kashmir","DEVICE-AD6","PENDING","false","false"
"015b8060-8a32-49b8-b1ad-04ceb18b688e","1d3b6528-171a-4cbc-a36e-6124b2dc3733","95978.97","IMPS","2025-06-25 21:18:06.907179","Bhubaneshwar","DEVICE-F7","REVERSED","false","false"
"0165dfdf-80e9-4565-a162-84a102ded000","3ebe3777-a821-4e6d-bc14-4c569da01cfb","100134.29","IMPS","2025-06-25 21:14:21.33706","Kochi","DEVICE-W2","REVERSED","false","false"
"01819cbb-eaf6-43c0-9f10-133a2e240158","68720cb6-0af5-481e-a87e-5704e77b4f59","162269.66","UPI","2025-06-25 21:57:04.459038","Nagpur","DEVICE-AD6","FAILED","false","false"
"018f2100-b3c6-455b-a481-f379b569fd11","c9b82ba5-4d11-4367-a6e5-365a0788a8e7","118718.16","IMPS","2025-06-25 21:27:50.524475","Surat","DEVICE-T6","FAILED","false","false"
"01b7d0a1-0841-4202-a839-47e3fdf255c4","397ab967-986e-467d-82b9-2c030fe29cb9","1.00","NEFT","2025-06-25 21:28:37.698948","Kashmir","DEVICE-H8","COMPLETED","false","false"
"01cb660b-5b65-4c84-afe0-362b73d5285f","8e13d4dc-a867-4b09-a5f8-d802bae4d668","117400.09","UPI","2025-06-25 21:38:24.776597","Patna","DEVICE-8810","FAILED","false","false"
"01ffc071-7ebd-4c92-be07-ada1d0aa207f","56c1e273-942f-406c-a5c5-56232fd80a74","178278.88","IMPS","2025-06-25 22:19:03.524678","Delhi","DEVICE-W2","PENDING","false","true"
"0205124a-83b2-4caa-8c26-b09aee9d0e5b","8e13d4dc-a867-4b09-a5f8-d802bae4d668","29112.33","CARD","2025-06-25 21:38:32.040607","Kochi","DEVICE-8810","FAILED","false","false"
"02123518-ee38-4b99-9484-cc88243e6549","2ccb9870-2e47-4fea-a3b6-6ab3323de88e","92562.50","NEFT","2025-06-25 21:36:38.425222","Jammu","DEVICE-G6","FAILED","false","false"
"021cfcb2-a72a-4927-a1db-fb4850e98e48","3fae33ad-4764-4983-a15e-9a1f8d2f7bfc","95505.94","IMPS","2025-06-25 21:16:29.831827","Kashmir","DEVICE-D5","PENDING","false","false"
"0221ed82-8dbe-4f81-827b-219ab51b6aeb","5aa91a14-9a5d-48cc-80db-47b7c61c5bce","61724.28","CARD","2025-06-25 21:25:44.098101","Lucknow","DEVICE-K3","COMPLETED","false","false"
"0233cf8f-5702-4d85-8beb-eb2a34ba64ac","862f4b98-a6c7-4bff-aa95-6cdf3fb9e71b","45026.91","IMPS","2025-06-25 21:20:30.894353","Chennai","DEVICE-A2","PENDING","false","false"
"023d46f6-e6bc-4a77-b7cc-57748d03afee","f7917984-1f05-4bfb-b0c5-df151b7cc334","1.00","NEFT","2025-06-25 21:30:02.290033","Noida","DEVICE-G6","REVERSED","false","true"
"027bf593-ad06-4542-b3b6-21ad9cf9e9b7","68366fe7-0e66-4925-a66d-5a0b9f0b545d","134147.02","CARD","2025-06-25 21:20:54.847961","Delhi","DEVICE-H8","PENDING","false","true"
"02a801ec-e721-420b-9214-146e8a51045c","44a0b8bb-b0f7-4de2-b3bb-883ecba718c2","1.00","CARD","2025-06-25 21:32:17.992235","Rourkela","DEVICE-G6","COMPLETED","false","false"
"02bb0e01-8cfc-4a9e-95da-69d975c24e03","c53b73e8-84eb-47fb-8e18-8d9dce92724b","1.00","IMPS","2025-06-25 21:17:16.663445","Jammu","DEVICE-8890","PENDING","false","false"
"02eb77a5-28b7-4bdc-81e3-ad2255d1a889","d8472fbd-bc94-4c87-ba12-1900fc15a1b7","107263.83","CARD","2025-06-25 21:59:44.256772","Varanasi","DEVICE-D5","FAILED","false","false"
"02ee4c6a-4ad3-4e64-83ff-e30b0d231132","397ab967-986e-467d-82b9-2c030fe29cb9","50902.13","CARD","2025-06-25 21:28:20.609369","Varanasi","DEVICE-G6","REVERSED","false","false"
"0304c336-e123-4e1e-9968-578f0b39c72b","d8472fbd-bc94-4c87-ba12-1900fc15a1b7","1.00","UPI","2025-06-25 21:59:38.763346","Jammu","DEVICE-T6","COMPLETED","false","false"
"0331eba0-aae7-49fb-9154-f798549a5fb8","be08fcb1-2e09-4f70-820b-4be5e159a5d2","1.00","UPI","2025-06-25 21:23:40.446621","Noida","DEVICE-D5","COMPLETED","false","false"
"034eb1ab-ca24-43af-9f60-87d3be70d6ad","d8472fbd-bc94-4c87-ba12-1900fc15a1b7","1.00","UPI","2025-06-25 22:00:14.268505","Jammu","DEVICE-Z1","PENDING","false","false"
"0364efb6-40da-4fa8-8f3c-c065463cb680","d8472fbd-bc94-4c87-ba12-1900fc15a1b7","3148.33","NEFT","2025-06-25 21:59:16.616357","Jaipur","DEVICE-K3","PENDING","false","false"
"0367110a-d46a-448d-89c9-f531716b485c","be08fcb1-2e09-4f70-820b-4be5e159a5d2","1.00","UPI","2025-06-25 21:23:43.65515","Nagpur","DEVICE-K3","REVERSED","false","false"
"037209e6-c9b3-4b6f-abad-6efb7eb86084","68366fe7-0e66-4925-a66d-5a0b9f0b545d","1.00","CARD","2025-06-25 21:20:57.642244","Bhubaneshwar","DEVICE-Z1","PENDING","false","false"
"037f2b98-415b-47bc-ad25-e88c3f49d921","55d2d6c8-c75c-465d-90d1-7683ecbcc990","1.00","CARD","2025-06-25 22:06:15.466117","Lucknow","DEVICE-Z1","REVERSED","false","false"
"03b0e766-c2c4-4e8b-9825-b90d1cc02d43","dc7001bc-3e57-428c-87c5-c6da669ac6cb","129978.63","UPI","2025-06-25 21:25:12.159938","Ahmedabad","DEVICE-H8","PENDING","false","false"
"03bde9fe-723d-413f-b91d-50107e65e5dc","e5491271-cf1b-49c6-b01c-7f50562289af","1.00","IMPS","2025-06-25 22:21:11.264581","Kolkata","DEVICE-T6","FAILED","false","false"
"03be68b6-3fb8-4aa9-9bd1-dd70c2e357e0","56c1e273-942f-406c-a5c5-56232fd80a74","32410.69","CARD","2025-06-25 22:20:35.068216","Nagpur","DEVICE-F7","COMPLETED","false","false"
"03e9df45-cd80-4583-813b-23300f61e2ee","8e13d4dc-a867-4b09-a5f8-d802bae4d668","1.00","UPI","2025-06-25 21:38:44.328957","Surat","DEVICE-F4","FAILED","false","false"
"03f20d23-adac-4888-b2fc-20157121e341","55d2d6c8-c75c-465d-90d1-7683ecbcc990","73458.61","NEFT","2025-06-25 22:06:22.080818","Bhubaneshwar","DEVICE-T6","FAILED","false","false"
"040655cf-616b-43c5-90dd-bc1f1df23477","56c1e273-942f-406c-a5c5-56232fd80a74","62633.45","IMPS","2025-06-25 22:20:42.637348","Jaipur","DEVICE-H1","REVERSED","false","false"
"04072acd-4162-4c65-943f-8c9b3be935cf","b3f47122-6640-4745-a66a-d26ac1654155","57884.57","IMPS","2025-06-25 21:34:42.486916","Surat","DEVICE-8890","REVERSED","false","false"
"040dd03e-fded-4dfc-aecf-c807ddcd694d","be08fcb1-2e09-4f70-820b-4be5e159a5d2","48368.24","CARD","2025-06-25 21:24:12.767561","Jaipur","DEVICE-G6","PENDING","false","false"
"0415b8a2-c6bf-40fc-a0a6-43a1b0e1c8ff","d6e6895b-9da7-44de-a7d1-f019f0eeb0de","119921.62","IMPS","2025-06-25 21:30:46.782058","Rourkela","DEVICE-W2","PENDING","false","false"
"043e5482-ea9c-4b5c-be3c-1e6726704ab3","e5491271-cf1b-49c6-b01c-7f50562289af","135243.37","IMPS","2025-06-25 22:22:11.504934","Amritsar","DEVICE-F7","PENDING","false","false"
"04412543-c309-4cdf-a0e7-0dada3643d99","2ccb9870-2e47-4fea-a3b6-6ab3323de88e","158984.65","UPI","2025-06-25 21:08:54.45886","Mumbai","DEVICE-G6","REVERSED","false","false"
"045614d6-059a-4791-977a-4ed226969786","3ebe3777-a821-4e6d-bc14-4c569da01cfb","1.00","NEFT","2025-06-25 21:14:32.080134","Chennai","DEVICE-D5","FAILED","false","false"
"045d73f7-8090-4e4d-804e-3a9f0bb0fd7f","7aa5f06a-27ec-489f-97ff-63856605f2e8","1.00","UPI","2025-06-25 22:13:56.638686","Amritsar","DEVICE-F4","FAILED","false","false"
"045eafba-7b6d-48d0-a61e-733a1b1bc84d","be08fcb1-2e09-4f70-820b-4be5e159a5d2","83266.17","IMPS","2025-06-25 21:23:06.799178","Kochi","DEVICE-G6","REVERSED","false","false"
"04643e52-bd72-4086-8610-50f509b930e7","f19e5575-0e87-4cbc-b9d0-39a92f52cf46","1.00","IMPS","2025-06-25 21:39:15.329285","Rourkela","DEVICE-W2","PENDING","false","false"
"04670d4f-7b7f-4be8-ae3b-2155074ce82d","2ccb9870-2e47-4fea-a3b6-6ab3323de88e","75982.16","CARD","2025-06-25 21:36:49.447514","Lucknow","DEVICE-H8","PENDING","false","false"
"049ad9a8-2311-4f04-8031-efb22e307702","b53d4dd1-cd0d-4b1c-8085-43680c78ba44","110570.80","CARD","2025-06-25 21:08:27.160596","Mumbai","DEVICE-A2","FAILED","false","false"
"04a1a801-624b-4fd1-ae6a-69e6c2bf20a4","f7917984-1f05-4bfb-b0c5-df151b7cc334","1.00","UPI","2025-06-25 21:30:07.659511","Noida","DEVICE-A2","PENDING","false","false"
"04c1e089-2bbe-4e72-8030-ef4d998dd7cb","c60ed865-8c15-4e0e-ac73-97716f73106b","1.00","NEFT","2025-06-25 22:08:59.781132","Patna","DEVICE-F7","REVERSED","false","false"
"04c51944-e5fc-4bc5-bcc4-373dde540fdf","397ab967-986e-467d-82b9-2c030fe29cb9","694601.34","NEFT","2025-06-25 21:28:41.408951","Patna","DEVICE-AD6","COMPLETED","true","true"
"04c80552-16e3-4ea4-ae3d-29a41b7267b7","3fae33ad-4764-4983-a15e-9a1f8d2f7bfc","1050297.49","UPI","2025-06-25 21:15:52.646358","Assam","DEVICE-W2","REVERSED","true","true"
"05133c25-2a71-46d3-9db0-fdaf61eae80d","7aa5f06a-27ec-489f-97ff-63856605f2e8","121338.09","IMPS","2025-06-25 22:13:58.658892","Assam","DEVICE-F7","PENDING","false","false"
"058c6f79-86c9-4bf5-8339-ecaa52dd49c3","55d2d6c8-c75c-465d-90d1-7683ecbcc990","142207.63","UPI","2025-06-25 22:06:27.643944","Bangalore","DEVICE-A2","REVERSED","false","false"
"0598293c-78f6-4cdb-9daf-809f6582b3ec","55b3788e-022e-4bee-a41e-24d91e0d886e","1.00","NEFT","2025-06-25 21:08:24.501917","Chandigarh","DEVICE-D5","REVERSED","false","false"
"05a0049b-51cc-4ec6-8682-15f32746ead6","ecdd4bed-1985-4381-99af-a31249df1c7b","1.00","NEFT","2025-06-25 22:14:32.646818","Pune","DEVICE-W2","COMPLETED","false","false"
"05a50382-f4f1-4a1d-94e0-02476f4ac61f","e5491271-cf1b-49c6-b01c-7f50562289af","77569.05","CARD","2025-06-25 22:22:37.375548","Bangalore","DEVICE-H1","PENDING","false","false"
"05cb8563-ffba-486d-ab1d-6946690c3d6b","959dc24b-0468-4851-a410-49ffae0f50b9","1.00","CARD","2025-06-25 22:01:49.501706","Hyderabad","DEVICE-D5","COMPLETED","false","false"
"05dbe903-501b-4087-98d2-22ee62d65dab","862f4b98-a6c7-4bff-aa95-6cdf3fb9e71b","1.00","CARD","2025-06-25 21:19:48.077939","Bhopal","DEVICE-D5","COMPLETED","false","false"
"05e557fe-ae4d-4871-944d-2da02decec34","b3f47122-6640-4745-a66a-d26ac1654155","131828.73","UPI","2025-06-25 21:34:42.003928","Delhi","DEVICE-A2","PENDING","false","false"
"05eb3bd9-f9d0-44dc-8dbb-0e9ae914ca1c","d6e6895b-9da7-44de-a7d1-f019f0eeb0de","230500.10","IMPS","2025-06-25 21:31:06.327169","Rourkela","DEVICE-T6","REVERSED","false","false"
"05f6819f-cba0-407a-8e5b-5b86afedea58","3aa69424-0108-4620-8c1e-5a147a78bc8d","49444.96","NEFT","2025-06-25 22:11:20.496465","Lucknow","DEVICE-A2","PENDING","false","false"
"0605d0c3-3bac-40b5-9c75-df4feb7df6b7","04308fb6-9610-49eb-9c19-a49f70204484","1.00","IMPS","2025-06-25 21:58:22.186595","Ahmedabad","DEVICE-F7","REVERSED","false","false"
"0628fb56-fab7-4f72-ab22-6ab42d2980e6","7963a1e8-ef97-4e63-b07f-c290a2c94569","11806.15","NEFT","2025-06-25 21:41:32.265651","Amritsar","DEVICE-8890","FAILED","true","true"
"0630b4b2-91aa-4749-a655-c5c3e86f3b52","c53b73e8-84eb-47fb-8e18-8d9dce92724b","181151.65","IMPS","2025-06-25 21:18:04.980458","Rourkela","DEVICE-A2","REVERSED","false","false"
"063e59f0-7e84-451c-ab8a-972a55d6eeab","68720cb6-0af5-481e-a87e-5704e77b4f59","184581.78","UPI","2025-06-25 21:57:06.771103","Patna","DEVICE-K3","REVERSED","false","false"
"0642011c-536e-4274-9b12-18c249e5fba3","ecdd4bed-1985-4381-99af-a31249df1c7b","84967.20","CARD","2025-06-25 22:15:03.997987","Rourkela","DEVICE-F7","REVERSED","false","false"
"06629cf3-7bb6-44c8-b838-12f973f456c4","b53d4dd1-cd0d-4b1c-8085-43680c78ba44","1.00","UPI","2025-06-25 21:21:44.074212","Rourkela","DEVICE-F7","COMPLETED","false","false"
"0664958a-49f6-4f11-b9a0-a30a971fb602","cf69f4d2-5ed2-4f47-add7-36d6259d0103","58662.18","NEFT","2025-06-25 22:16:24.648355","Varanasi","DEVICE-F7","COMPLETED","false","false"
"066826d1-cd07-451c-9605-e925cfe9733e","bf91c46f-4952-4aa8-8995-b8f7fd192611","9228.32","CARD","2025-06-25 22:07:53.636868","Patna","DEVICE-8810","PENDING","false","false"
"066e19f1-4726-431f-9cc3-f4ccde458bba","55d2d6c8-c75c-465d-90d1-7683ecbcc990","179144.45","CARD","2025-06-25 22:05:49.842259","Mumbai","DEVICE-G6","REVERSED","false","false"
"06749391-c9c6-44ea-b681-74002c496f55","bf91c46f-4952-4aa8-8995-b8f7fd192611","89443.72","CARD","2025-06-25 22:06:45.115589","Jaipur","DEVICE-T6","REVERSED","false","false"
"067ce69e-267c-49c3-966a-49b938b35285","959dc24b-0468-4851-a410-49ffae0f50b9","274323.97","UPI","2025-06-25 22:01:22.223894","Bhubaneshwar","DEVICE-H8","FAILED","false","true"
"067f1dad-f566-434a-ba97-a235efd4db27","ecdd4bed-1985-4381-99af-a31249df1c7b","123503.39","NEFT","2025-06-25 22:14:30.166153","Noida","DEVICE-AD6","COMPLETED","false","false"
"0681405e-c80e-4fbb-9e2d-d7b1f49a5e06","3fae33ad-4764-4983-a15e-9a1f8d2f7bfc","1.00","UPI","2025-06-25 21:16:05.692354","Amritsar","DEVICE-T6","FAILED","false","false"
"06a6c59d-185a-4bdd-baeb-3c8bf1fe425d","bf91c46f-4952-4aa8-8995-b8f7fd192611","91575.38","IMPS","2025-06-25 22:06:48.21432","Bangalore","DEVICE-G6","PENDING","false","false"
"06b2a9ca-1038-43f8-aa88-e5240b047080","cf69f4d2-5ed2-4f47-add7-36d6259d0103","1.00","UPI","2025-06-25 22:16:37.985463","Kochi","DEVICE-Z1","COMPLETED","false","false"
"06cc3b5f-8c27-4860-9566-1b2ad435d4bb","1d3b6528-171a-4cbc-a36e-6124b2dc3733","183433.67","CARD","2025-06-25 21:19:18.541254","Pune","DEVICE-A2","PENDING","false","false"
"06d7490e-f620-4978-969e-e9347998bf7b","f7917984-1f05-4bfb-b0c5-df151b7cc334","86216.69","IMPS","2025-06-25 21:29:55.224793","Bhubaneshwar","DEVICE-T6","COMPLETED","false","false"
"06df362e-05a9-4983-811e-515781637e42","1d3b6528-171a-4cbc-a36e-6124b2dc3733","1.00","CARD","2025-06-25 21:18:51.173506","Delhi","DEVICE-D2","COMPLETED","false","false"
"07116d18-9581-4947-bb25-d20fddc149b9","7aa5f06a-27ec-489f-97ff-63856605f2e8","50382.56","CARD","2025-06-25 22:13:13.765938","Bhopal","DEVICE-G6","PENDING","false","false"
"0716d2b4-557f-431a-add9-f85932d2ca26","3ebe3777-a821-4e6d-bc14-4c569da01cfb","1.00","UPI","2025-06-25 21:14:23.591466","Kolkata","DEVICE-H1","COMPLETED","false","false"
"074d1d24-4cb5-4ed7-b609-ff2bf1c63b0e","b53d4dd1-cd0d-4b1c-8085-43680c78ba44","118773.73","IMPS","2025-06-25 21:22:08.515736","Lucknow","DEVICE-A2","COMPLETED","false","false"
"077a7962-60b4-4e3c-b4b6-c8661a148f50","d8472fbd-bc94-4c87-ba12-1900fc15a1b7","141756.44","IMPS","2025-06-25 21:59:47.0518","Surat","DEVICE-8810","PENDING","false","false"
"077ac5e9-4031-4ba5-ae98-1213ab50ff23","5aa91a14-9a5d-48cc-80db-47b7c61c5bce","1.00","NEFT","2025-06-25 21:25:58.101713","Bhubaneshwar","DEVICE-K3","REVERSED","false","false"
"077ee5d6-fa06-4a5c-8f73-5a768483bda5","397ab967-986e-467d-82b9-2c030fe29cb9","351282.95","IMPS","2025-06-25 21:29:25.040238","Mumbai","DEVICE-H8","PENDING","false","false"
"07802a7b-dfe6-4166-a1d6-86aaf65af2ab","cf69f4d2-5ed2-4f47-add7-36d6259d0103","89735.70","NEFT","2025-06-25 22:18:03.530884","Assam","DEVICE-Z1","PENDING","false","false"
"07803ddf-24f1-4a4a-894d-0d9d928f379a","fbe316ef-b207-4f47-8874-df1b10c96f6c","24241.02","NEFT","2025-06-25 22:04:08.387884","Assam","DEVICE-Z1","FAILED","false","false"
"07829d30-9588-4029-bb61-b8c066bd17c4","bf91c46f-4952-4aa8-8995-b8f7fd192611","72791.31","IMPS","2025-06-25 22:06:32.270872","Kolkata","DEVICE-8890","REVERSED","false","false"
"07852d58-c8bc-46e9-b0d2-2eefc6c29a29","7aa5f06a-27ec-489f-97ff-63856605f2e8","417831.20","NEFT","2025-06-25 22:12:52.593877","Nagpur","DEVICE-8890","COMPLETED","true","true"
"078e1042-52a3-4fb8-9623-6730733e99d8","55b3788e-022e-4bee-a41e-24d91e0d886e","1.00","CARD","2025-06-25 21:33:29.037803","Kolkata","DEVICE-D2","FAILED","false","false"
"0797d25b-4d36-44d7-959a-22a8dcca1a47","3aa69424-0108-4620-8c1e-5a147a78bc8d","202940.60","CARD","2025-06-25 22:11:29.816507","Kolkata","DEVICE-F7","REVERSED","false","false"
"079c0d30-8917-481d-a379-06c6d3f73ff7","f840925e-a2bf-43f5-b165-76b2cf47f7f5","153221.64","UPI","2025-06-25 22:03:30.929546","Kochi","DEVICE-K3","REVERSED","false","false"
"07a3305b-66eb-4341-9202-34eab4d38f59","02b6cf43-71f2-49d3-a693-aba0cb5e460b","102008.80","NEFT","2025-06-25 21:37:04.181283","Nagpur","DEVICE-A2","REVERSED","false","false"
"07b5c692-a24e-42fb-a6c6-4d7dc45cd657","02b6cf43-71f2-49d3-a693-aba0cb5e460b","653600.38","CARD","2025-06-25 21:37:15.626323","Patna","DEVICE-H1","COMPLETED","true","true"
"07cd4dbb-f77b-4658-999c-3b35feb18540","ecdd4bed-1985-4381-99af-a31249df1c7b","246572.15","IMPS","2025-06-25 22:15:28.350927","Bhubaneshwar","DEVICE-D2","FAILED","false","false"
"07e13ab6-2d81-4859-8bc2-11934421a30a","c9b82ba5-4d11-4367-a6e5-365a0788a8e7","50133.83","IMPS","2025-06-25 21:27:13.8801","Kolkata","DEVICE-A2","FAILED","false","false"
"07e4c16b-ba6b-4957-9602-f49cb81f1d67","55d2d6c8-c75c-465d-90d1-7683ecbcc990","1.00","IMPS","2025-06-25 22:05:21.520399","Bhubaneshwar","DEVICE-D2","COMPLETED","false","false"
"07e803bf-bc6f-4d7d-9672-f518bbea50b1","bf91c46f-4952-4aa8-8995-b8f7fd192611","102786.55","IMPS","2025-06-25 22:07:21.700927","Bhopal","DEVICE-W2","REVERSED","false","false"
"07ebbd69-6756-49d6-ba7e-8797baa77637","f840925e-a2bf-43f5-b165-76b2cf47f7f5","799036.24","CARD","2025-06-25 22:03:40.322642","Nagpur","DEVICE-K3","REVERSED","true","true"
"07f664dc-d58c-4be8-8108-db0014930b93","d8472fbd-bc94-4c87-ba12-1900fc15a1b7","45458.04","NEFT","2025-06-25 21:59:06.671897","Pune","DEVICE-8810","FAILED","false","false"
"08094372-c2e9-427c-a397-3ccd201cb0fb","8e13d4dc-a867-4b09-a5f8-d802bae4d668","172268.65","IMPS","2025-06-25 21:38:49.392437","Bhopal","DEVICE-A2","FAILED","false","false"
"0831d3ce-6cc4-49b5-9e8c-719b09bf11d1","f19e5575-0e87-4cbc-b9d0-39a92f52cf46","191434.08","UPI","2025-06-25 21:39:50.374929","Chennai","DEVICE-AD6","COMPLETED","false","false"
"08360a86-780b-49f5-8333-933b568599c1","68366fe7-0e66-4925-a66d-5a0b9f0b545d","1.00","CARD","2025-06-25 21:21:34.947845","Lucknow","DEVICE-A2","PENDING","false","false"
"084efb30-afa8-47b2-abd5-b9523736b9ad","c53b73e8-84eb-47fb-8e18-8d9dce92724b","95274.68","NEFT","2025-06-25 21:17:49.711389","Noida","DEVICE-T6","PENDING","false","false"
"085f559f-b7a2-406d-96e3-c35657f4e7f3","c60ed865-8c15-4e0e-ac73-97716f73106b","76312.85","CARD","2025-06-25 22:08:26.268659","Rourkela","DEVICE-D5","PENDING","false","false"
"08791ebb-1ac1-497e-ab84-8e7a7f9c5975","5171f019-6587-4d05-9e5e-774ea5976141","182878.05","IMPS","2025-06-25 22:12:19.147648","Kochi","DEVICE-Z1","REVERSED","false","false"
"08935096-ebfc-4fbb-8cde-544910dcca33","862f4b98-a6c7-4bff-aa95-6cdf3fb9e71b","1.00","UPI","2025-06-25 21:20:14.208624","Varanasi","DEVICE-F7","FAILED","false","false"
"08b6576e-33f8-4acd-ac2a-66a9594109cb","bf91c46f-4952-4aa8-8995-b8f7fd192611","96357.40","IMPS","2025-06-25 22:07:22.533478","Hyderabad","DEVICE-K3","REVERSED","false","false"
"08b670b8-acc0-4656-99e1-5fd72ec3e80a","2fb31374-f086-4811-b8fb-43391bed0b63","66776.87","IMPS","2025-06-25 22:09:44.730323","Patna","DEVICE-A2","REVERSED","false","false"
"08bab507-973e-412f-802d-269eb3dd3ec3","02b6cf43-71f2-49d3-a693-aba0cb5e460b","13688.91","IMPS","2025-06-25 21:37:34.489883","Rourkela","DEVICE-T6","FAILED","true","true"
"08e68ba8-130c-4676-ac0c-7dfdcbb37802","c53b73e8-84eb-47fb-8e18-8d9dce92724b","13915.14","UPI","2025-06-25 21:17:56.877194","Delhi","DEVICE-8890","COMPLETED","false","false"
"0904962b-060c-4b71-bcb8-2d36f381b5c6","397ab967-986e-467d-82b9-2c030fe29cb9","320913.53","NEFT","2025-06-25 21:28:59.428106","Delhi","DEVICE-K3","PENDING","false","true"
"0912d082-be94-443f-a1a6-fb3223d2b209","d6e6895b-9da7-44de-a7d1-f019f0eeb0de","62574.07","IMPS","2025-06-25 21:31:34.632087","Kochi","DEVICE-D5","PENDING","false","false"
"091b2aff-2f38-491b-bb00-815806e322e9","ecdd4bed-1985-4381-99af-a31249df1c7b","63408.63","NEFT","2025-06-25 22:15:11.305806","Kochi","DEVICE-Z1","COMPLETED","false","false"
"0949e4ae-fccd-42d7-8fa9-bc17c7c6ee17","c53b73e8-84eb-47fb-8e18-8d9dce92724b","216825.66","CARD","2025-06-25 21:17:39.937773","Chandigarh","DEVICE-A2","PENDING","true","true"
"094a2ef6-828f-434c-bef4-bae341355714","c9b82ba5-4d11-4367-a6e5-365a0788a8e7","27132.21","NEFT","2025-06-25 21:27:17.884425","Assam","DEVICE-8890","FAILED","false","false"
